name,true_label,pred_label,prec
512,1,1,0.64
513,1,1,0.83
514,1,0,0.37
515,1,1,0.68
516,1,1,0.8
517,1,1,0.68
518,1,1,0.76
519,1,1,0.66
520,1,0,0.44
521,1,1,0.77
522,1,1,0.82
523,1,0,0.4
524,1,0,0.38
525,1,1,0.81
526,1,1,0.78
527,1,1,0.74
528,1,0,0.55
529,1,1,0.75
530,1,0,0.22
531,1,1,0.65
532,1,0,0.37
533,1,1,0.82
534,1,1,0.93
535,1,1,0.85
536,1,1,0.64
537,1,0,0.53
538,1,1,0.72
539,1,1,0.64
540,1,1,0.74
541,1,1,0.86
542,1,1,0.79
543,1,1,1.0
544,1,1,0.91
545,1,1,0.74
546,1,1,0.82
547,1,0,0.57
548,1,0,0.29
549,1,0,0.43
550,1,1,0.73
551,1,1,0.82
552,1,1,0.65
553,1,1,0.83
554,1,1,0.76
555,1,1,0.61
556,1,1,0.67
557,1,1,0.96
558,1,0,0.58
559,1,1,0.9
560,1,1,0.79
561,1,0,0.43
562,1,0,0.54
563,1,1,0.71
564,1,0,0.54
565,1,1,0.78
566,1,1,0.62
567,1,1,0.84
568,1,0,0.45
569,1,1,0.64
570,1,1,0.63
571,1,1,0.77
572,1,1,0.63
573,1,1,0.72
574,1,1,0.89
575,1,1,0.74
576,1,0,0.36
577,1,1,0.82
578,1,0,0.59
579,1,1,0.78
580,1,1,0.76
581,1,1,0.76
582,1,1,0.88
583,1,1,0.84
584,1,1,0.69
585,1,1,0.73
586,1,1,0.82
587,1,1,0.78
588,1,1,0.65
589,1,1,0.67
590,1,1,0.75
591,1,1,0.74
592,1,0,0.43
593,1,1,0.84
594,1,1,0.61
595,1,1,0.88
596,1,0,0.53
597,1,1,0.83
598,1,0,0.45
599,1,0,0.44
600,1,0,0.47
601,1,1,0.86
602,1,0,0.56
603,1,0,0.46
604,1,1,0.64
605,1,1,0.82
606,1,1,0.79
607,1,1,0.89
608,1,1,0.64
609,1,1,0.68
610,1,1,0.81
611,1,1,0.8
612,1,1,0.75
613,1,1,0.68
614,1,1,0.75
615,1,1,0.69
616,1,1,0.72
617,1,1,0.7
618,1,1,1.0
619,1,0,0.36
620,1,1,0.89
621,1,0,0.54
622,1,1,0.79
623,1,0,0.43
624,1,0,0.4
625,1,1,0.91
626,1,0,0.59
627,1,1,0.83
628,1,1,0.75
629,1,1,0.76
630,1,1,0.96
631,1,1,0.68
632,1,1,0.72
633,1,0,0.39
634,1,1,0.79
635,1,0,0.52
636,1,0,0.28
637,0,1,0.91
638,0,0,0.55
639,0,0,0.32
640,0,0,0.04
641,0,1,0.64
642,0,0,0.11
643,0,1,0.61
644,0,1,0.63
645,0,1,0.77
646,0,0,0.35
647,0,0,0.42
648,0,0,0.58
649,0,0,0.42
650,0,1,0.67
651,0,0,0.4
652,0,0,0.51
653,0,1,0.89
654,0,0,0.44
655,0,0,0.39
656,0,1,0.7
657,0,1,0.6
658,0,0,0.47
659,0,0,0.24
660,0,0,0.3
661,0,0,0.07
662,0,0,0.03
663,0,0,0.11
664,0,0,0.48
