name,true_label,pred_label,prec
512,1,0,0.56
513,1,1,0.8
514,1,0,0.37
515,1,1,0.77
516,1,1,0.7
517,1,1,0.7
518,1,1,0.74
519,1,1,0.82
520,1,0,0.33
521,1,1,0.81
522,1,1,0.88
523,1,0,0.33
524,1,0,0.59
525,1,1,0.9
526,1,1,0.93
527,1,1,0.77
528,1,0,0.58
529,1,1,0.83
530,1,0,0.24
531,1,1,0.76
532,1,0,0.59
533,1,1,0.76
534,1,1,0.96
535,1,1,0.87
536,1,1,0.7
537,1,0,0.57
538,1,1,0.88
539,1,1,0.73
540,1,1,0.78
541,1,1,0.88
542,1,1,0.77
543,1,1,0.83
544,1,1,0.91
545,1,1,0.72
546,1,1,0.82
547,1,0,0.54
548,1,0,0.32
549,1,0,0.47
550,1,0,0.56
551,1,1,0.76
552,1,1,0.68
553,1,1,0.83
554,1,1,0.86
555,1,0,0.6
556,1,1,0.74
557,1,1,0.94
558,1,1,0.74
559,1,1,0.88
560,1,1,0.84
561,1,0,0.48
562,1,0,0.43
563,1,1,0.73
564,1,0,0.54
565,1,1,0.76
566,1,1,0.67
567,1,1,0.89
568,1,0,0.19
569,1,0,0.51
570,1,1,0.63
571,1,1,0.85
572,1,1,0.79
573,1,1,0.68
574,1,1,0.95
575,1,0,0.51
576,1,0,0.38
577,1,1,0.68
578,1,1,0.67
579,1,1,0.81
580,1,1,0.77
581,1,1,0.91
582,1,1,0.86
583,1,1,0.92
584,1,1,0.67
585,1,1,0.85
586,1,1,0.88
587,1,1,0.77
588,1,1,0.63
589,1,1,0.64
590,1,1,0.75
591,1,1,0.87
592,1,1,0.61
593,1,1,0.75
594,1,1,0.65
595,1,1,0.88
596,1,1,0.74
597,1,1,0.86
598,1,0,0.48
599,1,0,0.53
600,1,0,0.53
601,1,1,0.97
602,1,1,0.8
603,1,0,0.5
604,1,1,0.8
605,1,1,0.89
606,1,1,0.8
607,1,1,0.94
608,1,1,0.77
609,1,1,0.7
610,1,1,0.69
611,1,1,0.87
612,1,1,0.84
613,1,1,0.74
614,1,1,0.72
615,1,1,0.76
616,1,1,0.78
617,1,1,0.77
618,1,1,0.97
619,1,0,0.29
620,1,1,0.96
621,1,1,0.66
622,1,1,0.66
623,1,0,0.5
624,1,0,0.45
625,1,1,0.88
626,1,0,0.58
627,1,1,0.87
628,1,1,0.76
629,1,1,0.74
630,1,1,0.96
631,1,1,0.65
632,1,1,0.77
633,1,0,0.43
634,1,1,0.82
635,1,0,0.59
636,1,0,0.31
637,0,1,0.83
638,0,0,0.59
639,0,0,0.08
640,0,0,0.0
641,0,1,0.6
642,0,0,0.06
643,0,0,0.48
644,0,1,0.7
645,0,1,0.77
646,0,0,0.31
647,0,0,0.45
648,0,0,0.29
649,0,0,0.16
650,0,1,0.6
651,0,0,0.13
652,0,0,0.51
653,0,1,0.89
654,0,1,0.64
655,0,0,0.45
656,0,1,0.6
657,0,0,0.48
658,0,1,0.63
659,0,0,0.21
660,0,0,0.06
661,0,0,0.1
662,0,0,0.03
663,0,0,0.11
664,0,1,0.61
665,0,1,0.67
666,0,0,0.22
667,0,0,0.14
668,0,0,0.51
669,0,0,0.1
670,0,0,0.08
671,0,1,0.65
672,0,0,0.19
673,0,0,0.11
674,0,0,0.05
675,0,0,0.0
676,0,0,0.35
677,0,0,0.31
678,0,1,0.62
679,0,1,0.77
680,0,0,0.09
681,0,0,0.0
682,0,0,0.47
683,0,0,0.17
684,0,0,0.55
685,0,0,0.33
686,0,0,0.08
687,0,0,0.17
688,0,0,0.38
689,0,0,0.0
690,0,0,0.58
691,0,0,0.45
692,0,0,0.31
693,0,0,0.1
694,0,0,0.35
695,0,1,0.61
696,0,0,0.04
697,0,0,0.1
698,0,0,0.13
699,0,0,0.39
700,0,0,0.56
701,0,0,0.25
702,0,0,0.0
703,0,0,0.5
704,0,0,0.16
705,0,1,0.79
706,0,0,0.59
707,0,0,0.19
708,0,0,0.53
709,0,0,0.13
710,0,0,0.3
711,0,0,0.09
712,0,0,0.24
713,0,0,0.12
714,0,1,0.67
715,0,0,0.26
716,0,1,0.85
717,0,0,0.04
718,0,0,0.09
719,0,0,0.28
720,0,0,0.0
721,0,0,0.08
722,0,0,0.24
723,0,0,0.09
724,0,0,0.06
725,0,0,0.05
726,0,1,0.82
727,0,0,0.12
728,0,1,0.76
729,0,1,0.83
730,0,0,0.19
